reason_type1,reason_type2,reason_type3,reason_type4,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
1,0,0,0,7,2,1,330,16,4,28,275312.00,98,0,1,0,0,0,0,84,182,25,8
1,0,0,0,7,3,1,330,16,4,28,275312.00,98,0,1,0,0,0,0,84,182,25,8
0,0,0,1,7,2,1,157,27,6,29,275312.00,98,0,0,0,1,1,0,75,185,22,3
0,0,0,1,7,3,1,361,52,3,28,275312.00,98,0,0,1,1,0,4,80,172,27,8
0,0,0,1,7,4,1,289,36,13,33,275312.00,98,0,0,2,1,0,1,90,172,30,8
0,0,0,1,7,5,1,179,51,18,38,275312.00,98,0,0,0,1,0,0,89,170,31,8
0,0,1,0,7,2,1,289,36,13,33,275312.00,98,0,0,2,1,0,1,90,172,30,32
0,0,1,0,7,5,1,289,36,13,33,275312.00,98,0,0,2,1,0,1,90,172,30,8
0,0,0,0,7,5,1,260,50,11,36,275312.00,98,1,0,4,1,0,0,65,168,23,0
0,0,1,0,8,6,1,289,36,13,33,265615.00,94,0,0,2,1,0,1,90,172,30,8
0,0,1,0,8,6,1,157,27,6,29,265615.00,94,0,0,0,1,1,0,75,185,22,3
0,0,0,1,8,2,1,289,36,13,33,265615.00,94,0,0,2,1,0,1,90,172,30,1
0,0,1,0,8,3,1,228,14,16,58,265615.00,94,0,0,2,0,0,1,65,172,22,8
1,0,0,0,8,5,1,300,26,13,43,265615.00,94,0,0,2,1,1,1,77,175,25,1
1,0,0,0,8,5,1,300,26,13,43,265615.00,94,0,0,2,1,1,1,77,175,25,2
0,0,0,1,8,6,1,260,50,11,36,265615.00,94,0,0,4,1,0,0,65,168,23,4
0,0,0,1,8,3,1,289,36,13,33,265615.00,94,0,0,2,1,0,1,90,172,30,4
0,0,0,1,8,4,1,248,25,14,47,265615.00,94,0,0,2,0,0,1,86,165,32,1
1,0,0,0,8,5,1,268,11,8,33,265615.00,94,0,1,0,0,0,0,79,178,25,8
0,0,0,1,8,5,1,179,26,9,30,265615.00,94,0,1,0,0,0,0,56,171,19,1
1,0,0,0,8,5,1,118,13,18,50,265615.00,94,0,0,1,1,0,0,98,178,31,3
0,0,0,1,8,2,1,248,25,14,47,265615.00,94,0,0,2,0,0,1,86,165,32,2
0,0,0,1,8,3,1,235,11,14,37,265615.00,94,0,1,1,0,0,1,88,172,29,1
0,0,0,1,8,5,1,118,13,18,50,265615.00,94,0,0,1,1,0,0,98,178,31,1
0,0,1,0,8,5,1,235,11,14,37,265615.00,94,0,1,1,0,0,1,88,172,29,8
1,0,0,0,8,3,1,361,52,3,28,265615.00,94,0,0,1,1,0,4,80,172,27,8
1,0,0,0,8,4,1,184,42,7,27,265615.00,94,0,0,0,0,0,0,58,167,21,8
1,0,0,0,9,2,1,179,51,18,38,294217.00,81,0,0,0,1,0,0,89,170,31,8
0,0,0,1,9,6,1,179,51,18,38,294217.00,81,0,0,0,1,0,0,89,170,31,3
0,0,1,0,9,4,1,289,36,13,33,294217.00,81,0,0,2,1,0,1,90,172,30,24
0,0,0,0,9,5,1,235,20,13,43,294217.00,81,1,0,1,1,0,0,106,167,38,0
1,0,0,0,9,2,1,246,25,16,41,294217.00,81,0,0,0,1,0,0,67,170,23,16
0,0,0,1,9,3,1,291,31,12,40,294217.00,81,0,0,1,1,0,1,73,171,25,3
0,0,0,0,9,3,1,231,35,14,39,294217.00,81,1,0,2,1,0,2,100,170,35,0
0,0,0,0,9,3,1,291,50,12,32,294217.00,81,1,0,0,1,0,0,65,169,23,0
1,0,0,0,9,4,1,179,51,18,38,294217.00,81,0,0,0,1,0,0,89,170,31,8
1,0,0,0,9,4,1,246,25,16,41,294217.00,81,0,0,0,1,0,0,67,170,23,32
0,0,0,1,9,5,1,179,51,18,38,294217.00,81,0,0,0,1,0,0,89,170,31,1
0,0,0,1,9,6,1,291,31,12,40,294217.00,81,0,0,1,1,0,1,73,171,25,4
0,0,0,1,9,6,1,260,50,11,36,294217.00,81,0,0,4,1,0,0,65,168,23,4
0,0,0,1,9,4,4,235,20,13,43,294217.00,81,0,0,1,1,0,0,106,167,38,8
0,0,0,1,9,5,4,118,13,18,50,294217.00,81,0,0,1,1,0,0,98,178,31,1
0,0,0,0,9,5,4,235,20,13,43,294217.00,81,1,0,1,1,0,0,106,167,38,0
0,0,0,1,9,6,4,291,31,12,40,294217.00,81,0,0,1,1,0,1,73,171,25,3
1,0,0,0,9,2,4,291,31,12,40,294217.00,81,0,0,1,1,0,1,73,171,25,40
1,0,0,0,9,2,4,179,51,18,38,294217.00,81,0,0,0,1,0,0,89,170,31,8
0,0,0,1,10,2,4,289,36,13,33,265017.00,88,0,0,2,1,0,1,90,172,30,8
0,0,0,1,10,2,4,235,11,14,37,265017.00,88,0,1,1,0,0,1,88,172,29,4
0,0,0,1,10,2,4,289,36,13,33,265017.00,88,0,0,2,1,0,1,90,172,30,8
0,0,0,1,10,6,4,289,36,13,33,265017.00,88,0,0,2,1,0,1,90,172,30,8
0,0,0,0,10,6,4,118,13,18,50,265017.00,88,1,0,1,1,0,0,98,178,31,0
0,0,0,0,10,6,4,248,25,14,47,265017.00,88,1,0,2,0,0,1,86,165,32,0
1,0,0,0,10,2,4,179,26,9,30,265017.00,88,0,1,0,0,0,0,56,171,19,8
1,0,0,0,10,2,4,118,10,10,37,265017.00,88,0,0,0,0,0,0,83,172,28,3
0,0,0,1,10,2,4,369,17,12,31,265017.00,88,0,0,3,1,0,0,70,169,25,8
0,0,0,1,10,4,4,179,51,18,38,265017.00,88,0,0,0,1,0,0,89,170,31,1
1,0,0,0,10,4,4,179,26,9,30,265017.00,88,0,1,0,0,0,0,56,171,19,64
0,0,0,0,10,4,4,235,20,13,43,265017.00,88,1,0,1,1,0,0,106,167,38,0
0,0,1,0,10,5,4,289,36,13,33,265017.00,88,0,0,2,1,0,1,90,172,30,16
0,0,0,1,10,6,4,260,50,11,36,265017.00,88,0,0,4,1,0,0,65,168,23,3
0,0,0,0,10,6,4,235,20,13,43,265017.00,88,1,0,1,1,0,0,106,167,38,0
0,0,0,1,10,2,4,235,20,13,43,265017.00,88,0,0,1,1,0,0,106,167,38,2
0,0,0,1,10,2,4,235,20,13,43,265017.00,88,0,0,1,1,0,0,106,167,38,2
0,0,0,1,10,3,4,118,13,18,50,265017.00,88,0,0,1,1,0,0,98,178,31,1
0,0,0,1,10,3,4,291,31,12,40,265017.00,88,0,0,1,1,0,1,73,171,25,4
0,0,0,1,10,5,4,179,26,9,30,265017.00,88,0,1,0,0,0,0,56,171,19,16
0,0,0,1,10,5,4,118,13,18,50,265017.00,88,0,0,1,1,0,0,98,178,31,1
1,0,0,0,10,2,4,361,52,3,28,265017.00,88,0,0,1,1,0,4,80,172,27,8
0,0,0,0,10,3,4,260,50,11,36,265017.00,88,1,0,4,1,0,0,65,168,23,0
0,0,0,0,10,3,4,291,31,12,40,265017.00,88,1,0,1,1,0,1,73,171,25,0
0,0,0,0,10,3,4,157,27,6,29,265017.00,88,1,0,0,1,1,0,75,185,22,0
1,0,0,0,10,4,4,179,26,9,30,265017.00,88,0,1,0,0,0,0,56,171,19,5
1,0,0,0,10,4,4,179,26,9,30,265017.00,88,0,1,0,0,0,0,56,171,19,5
0,0,0,1,10,5,4,118,13,18,50,265017.00,88,0,0,1,1,0,0,98,178,31,1
1,0,0,0,11,2,4,118,10,10,37,284031.00,97,0,0,0,0,0,0,83,172,28,8
0,0,0,1,11,2,4,248,25,14,47,284031.00,97,0,0,2,0,0,1,86,165,32,2
1,0,0,0,11,3,4,179,51,18,38,284031.00,97,0,0,0,1,0,0,89,170,31,8
0,0,0,1,11,6,4,260,50,11,36,284031.00,97,0,0,4,1,0,0,65,168,23,3
0,0,0,1,11,2,4,291,31,12,40,284031.00,97,0,0,1,1,0,1,73,171,25,1
1,0,0,0,11,2,4,378,49,11,36,284031.00,97,0,0,2,0,1,4,65,174,21,8
1,0,0,0,11,2,4,155,12,14,34,284031.00,97,0,0,2,1,0,0,95,196,25,120
0,0,0,1,11,2,4,235,20,13,43,284031.00,97,0,0,1,1,0,0,106,167,38,8
0,0,0,0,11,3,4,330,16,4,28,284031.00,97,1,1,0,0,0,0,84,182,25,0
0,0,1,0,11,4,4,235,11,14,37,284031.00,97,0,1,1,0,0,1,88,172,29,1
1,0,0,0,11,4,4,118,10,10,37,284031.00,97,0,0,0,0,0,0,83,172,28,3
0,0,0,1,11,5,4,235,11,14,37,284031.00,97,0,1,1,0,0,1,88,172,29,2
0,0,0,1,11,5,4,179,51,18,38,284031.00,97,0,0,0,1,0,0,89,170,31,3
1,0,0,0,11,6,4,246,25,16,41,284031.00,97,0,0,0,1,0,0,67,170,23,8
1,0,0,0,11,6,4,291,31,12,40,284031.00,97,0,0,1,1,0,1,73,171,25,4
1,0,0,0,11,2,4,246,25,16,41,284031.00,97,0,0,0,1,0,0,67,170,23,8
0,0,0,1,11,3,4,179,51,18,38,284031.00,97,0,0,0,1,0,0,89,170,31,1
1,0,0,0,11,4,4,260,50,11,36,284031.00,97,0,0,4,1,0,0,65,168,23,8
0,1,0,0,11,6,4,260,50,11,36,284031.00,97,0,0,4,1,0,0,65,168,23,8
0,0,0,0,11,6,4,378,49,11,36,284031.00,97,1,0,2,0,1,4,65,174,21,0
0,0,0,0,11,3,4,279,5,14,39,284031.00,97,1,0,2,1,1,0,68,168,24,0
0,0,0,1,11,5,4,179,51,18,38,284031.00,97,0,0,0,1,0,0,89,170,31,1
1,0,0,0,12,2,4,225,26,9,28,236629.00,93,0,0,1,0,0,2,69,169,24,3
0,0,0,1,12,2,4,179,51,18,38,236629.00,93,0,0,0,1,0,0,89,170,31,2
0,0,0,1,12,2,4,179,51,18,38,236629.00,93,0,0,0,1,0,0,89,170,31,1
0,0,0,1,12,2,4,235,11,14,37,236629.00,93,0,1,1,0,0,1,88,172,29,3
0,0,0,1,12,3,4,118,13,18,50,236629.00,93,0,0,1,1,0,0,98,178,31,1
0,0,0,1,12,6,4,260,50,11,36,236629.00,93,0,0,4,1,0,0,65,168,23,4
1,0,0,0,12,5,4,246,25,16,41,236629.00,93,0,0,0,1,0,0,67,170,23,8
0,0,0,1,12,5,4,179,51,18,38,236629.00,93,0,0,0,1,0,0,89,170,31,1
0,0,0,1,12,6,4,179,51,18,38,236629.00,93,0,0,0,1,0,0,89,170,31,1
0,0,0,1,12,3,4,179,26,9,30,236629.00,93,0,1,0,0,0,0,56,171,19,1
0,0,0,1,12,3,4,118,10,10,37,236629.00,93,0,0,0,0,0,0,83,172,28,8
0,0,0,1,12,5,4,235,11,14,37,236629.00,93,0,1,1,0,0,1,88,172,29,2
0,0,0,1,12,6,4,179,51,18,38,236629.00,93,0,0,0,1,0,0,89,170,31,1
1,0,0,0,12,3,2,235,20,13,43,236629.00,93,0,0,1,1,0,0,106,167,38,8
1,0,0,0,12,3,2,235,11,14,37,236629.00,93,0,1,1,0,0,1,88,172,29,4
0,0,0,1,12,4,2,260,50,11,36,236629.00,93,0,0,4,1,0,0,65,168,23,8
0,0,0,1,12,2,2,157,27,6,29,236629.00,93,0,0,0,1,1,0,75,185,22,2
0,0,0,1,12,2,2,179,51,18,38,236629.00,93,0,0,0,1,0,0,89,170,31,3
0,0,1,0,12,2,2,289,36,13,33,236629.00,93,0,0,2,1,0,1,90,172,30,8
0,0,0,1,1,4,2,225,26,9,28,330061.00,100,0,0,1,0,0,2,69,169,24,5
0,0,1,0,1,2,2,118,10,10,37,330061.00,100,0,0,0,0,0,0,83,172,28,32
0,0,0,1,1,2,2,155,12,14,34,330061.00,100,0,0,2,1,0,0,95,196,25,2
1,0,0,0,1,3,2,235,11,14,37,330061.00,100,0,1,1,0,0,1,88,172,29,1
0,0,0,1,1,3,2,155,12,14,34,330061.00,100,0,0,2,1,0,0,95,196,25,4
0,0,0,1,1,2,2,289,36,13,33,330061.00,100,0,0,2,1,0,1,90,172,30,8
1,0,0,0,1,4,2,291,31,12,40,330061.00,100,0,0,1,1,0,1,73,171,25,8
0,0,0,1,1,2,2,235,20,13,43,330061.00,100,0,0,1,1,0,0,106,167,38,8
0,0,0,1,1,2,2,118,13,18,50,330061.00,100,0,0,1,1,0,0,98,178,31,4
0,0,0,1,1,4,2,179,51,18,38,330061.00,100,0,0,0,1,0,0,89,170,31,1
0,0,0,1,1,6,2,179,51,18,38,330061.00,100,0,0,0,1,0,0,89,170,31,1
0,0,0,1,2,3,2,118,10,10,37,251818.00,96,0,0,0,0,0,0,83,172,28,2
0,0,0,1,2,4,2,179,51,18,38,251818.00,96,0,0,0,1,0,0,89,170,31,3
1,0,0,0,2,4,2,225,26,9,28,251818.00,96,0,0,1,0,0,2,69,169,24,1
0,0,0,1,2,6,2,289,36,13,33,251818.00,96,0,0,2,1,0,1,90,172,30,3
0,0,0,1,2,6,2,260,50,11,36,251818.00,96,0,0,4,1,0,0,65,168,23,3
0,0,0,1,2,6,2,179,51,18,38,251818.00,96,0,0,0,1,0,0,89,170,31,3
0,0,0,1,2,2,2,179,51,18,38,251818.00,96,0,0,0,1,0,0,89,170,31,2
0,0,0,1,2,4,2,179,51,18,38,251818.00,96,0,0,0,1,0,0,89,170,31,3
1,0,0,0,2,5,2,179,51,18,38,251818.00,96,0,0,0,1,0,0,89,170,31,8
0,0,0,1,2,5,2,246,25,16,41,251818.00,96,0,0,0,1,0,0,67,170,23,8
0,0,0,1,2,6,2,179,51,18,38,251818.00,96,0,0,0,1,0,0,89,170,31,3
0,0,0,1,2,2,2,189,29,13,33,251818.00,96,0,0,2,0,0,2,69,167,25,8
0,0,0,1,2,2,2,179,51,18,38,251818.00,96,0,0,0,1,0,0,89,170,31,3
0,0,0,1,2,3,2,246,25,16,41,251818.00,96,0,0,0,1,0,0,67,170,23,2
0,0,0,1,2,3,2,291,31,12,40,251818.00,96,0,0,1,1,0,1,73,171,25,2
1,0,0,0,2,4,2,157,27,6,29,251818.00,96,0,0,0,1,1,0,75,185,22,16
0,0,0,1,2,4,2,179,51,18,38,251818.00,96,0,0,0,1,0,0,89,170,31,3
0,0,0,1,2,6,2,179,51,18,38,251818.00,96,0,0,0,1,0,0,89,170,31,3
1,0,0,0,2,6,2,246,25,16,41,251818.00,96,0,0,0,1,0,0,67,170,23,24
0,0,0,1,2,4,2,179,51,18,38,251818.00,96,0,0,0,1,0,0,89,170,31,3
0,0,0,1,2,6,2,179,51,18,38,251818.00,96,0,0,0,1,0,0,89,170,31,3
0,0,1,0,3,3,2,118,10,10,37,244387.00,98,0,0,0,0,0,0,83,172,28,8
0,0,1,0,3,4,2,246,25,16,41,244387.00,98,0,0,0,1,0,0,67,170,23,16
0,0,0,1,3,6,2,246,25,16,41,244387.00,98,0,0,0,1,0,0,67,170,23,2
0,0,0,1,3,6,2,260,50,11,36,244387.00,98,0,0,4,1,0,0,65,168,23,4
0,0,0,1,3,2,2,179,51,18,38,244387.00,98,0,0,0,1,0,0,89,170,31,2
0,0,0,1,3,2,2,235,11,14,37,244387.00,98,0,1,1,0,0,1,88,172,29,8
0,0,0,1,3,3,2,179,22,17,40,244387.00,98,0,1,2,0,1,0,63,170,22,8
0,0,0,1,3,3,2,378,49,11,36,244387.00,98,0,0,2,0,1,4,65,174,21,8
0,0,0,1,3,2,2,179,51,18,38,244387.00,98,0,0,0,1,0,0,89,170,31,16
0,0,0,1,3,4,2,361,52,3,28,244387.00,98,0,0,1,1,0,4,80,172,27,8
0,0,0,0,3,4,2,369,17,12,31,244387.00,98,1,0,3,1,0,0,70,169,25,0
0,0,1,0,3,5,2,235,11,14,37,244387.00,98,0,1,1,0,0,1,88,172,29,8
0,0,0,1,3,6,3,118,13,18,50,244387.00,98,0,0,1,1,0,0,98,178,31,2
1,0,0,0,3,3,3,118,13,18,50,244387.00,98,0,0,1,1,0,0,98,178,31,3
1,0,0,0,3,4,3,118,13,18,50,244387.00,98,0,0,1,1,0,0,98,178,31,8
0,0,0,0,3,5,3,235,11,14,37,244387.00,98,1,1,1,0,0,1,88,172,29,0
0,0,0,0,3,5,3,246,25,16,41,244387.00,98,1,0,0,1,0,0,67,170,23,0
0,0,0,0,3,5,3,118,13,18,50,244387.00,98,1,0,1,1,0,0,98,178,31,0
0,0,0,1,3,6,3,179,51,18,38,244387.00,98,0,0,0,1,0,0,89,170,31,8
0,0,0,1,3,6,3,289,36,13,33,244387.00,98,0,0,2,1,0,1,90,172,30,8
0,0,1,0,3,2,3,260,50,11,36,244387.00,98,0,0,4,1,0,0,65,168,23,8
0,0,0,1,3,3,3,246,25,16,41,244387.00,98,0,0,0,1,0,0,67,170,23,2
0,0,0,1,4,4,3,179,51,18,38,239409.00,98,0,0,0,1,0,0,89,170,31,4
0,0,0,1,4,6,3,260,50,11,36,239409.00,98,0,0,4,1,0,0,65,168,23,3
0,0,0,1,4,6,3,330,16,4,28,239409.00,98,0,1,0,0,0,0,84,182,25,4
0,0,0,1,4,2,3,369,17,12,31,239409.00,98,0,0,3,1,0,0,70,169,25,4
0,0,0,1,4,2,3,248,25,14,47,239409.00,98,0,0,2,0,0,1,86,165,32,4
0,0,0,1,4,4,3,330,16,4,28,239409.00,98,0,1,0,0,0,0,84,182,25,8
0,0,0,1,4,4,3,179,51,18,38,239409.00,98,0,0,0,1,0,0,89,170,31,8
0,0,0,1,4,2,3,118,13,18,50,239409.00,98,0,0,1,1,0,0,98,178,31,1
1,0,0,0,4,4,3,118,13,18,50,239409.00,98,0,0,1,1,0,0,98,178,31,120
0,0,0,1,4,6,3,300,26,13,43,239409.00,98,0,0,2,1,1,1,77,175,25,8
0,0,0,1,4,6,3,260,50,11,36,239409.00,98,0,0,4,1,0,0,65,168,23,4
0,0,0,1,4,2,3,179,51,18,38,239409.00,98,0,0,0,1,0,0,89,170,31,4
1,0,0,0,4,4,3,118,10,10,37,239409.00,98,0,0,0,0,0,0,83,172,28,2
1,0,0,0,5,2,3,235,20,13,43,246074.00,99,0,0,1,1,0,0,106,167,38,16
0,0,0,1,5,4,3,248,25,14,47,246074.00,99,0,0,2,0,0,1,86,165,32,2
1,0,0,0,5,2,3,369,17,12,31,246074.00,99,0,0,3,1,0,0,70,169,25,8
0,0,0,1,5,4,3,179,26,9,30,246074.00,99,0,1,0,0,0,0,56,171,19,3
0,0,0,1,5,4,3,179,51,18,38,246074.00,99,0,0,0,1,0,0,89,170,31,4
0,0,0,1,5,5,3,361,52,3,28,246074.00,99,0,0,1,1,0,4,80,172,27,1
0,0,0,1,5,6,3,260,50,11,36,246074.00,99,0,0,4,1,0,0,65,168,23,3
1,0,0,0,5,2,3,179,22,17,40,246074.00,99,0,1,2,0,1,0,63,170,22,2
1,0,0,0,5,2,3,179,22,17,40,246074.00,99,0,1,2,0,1,0,63,170,22,3
0,0,1,0,5,4,3,228,14,16,58,246074.00,99,0,0,2,0,0,1,65,172,22,8
0,0,0,1,5,4,3,225,26,9,28,246074.00,99,0,0,1,0,0,2,69,169,24,3
1,0,0,0,5,6,3,330,16,4,28,246074.00,99,0,1,0,0,0,0,84,182,25,8
0,0,0,1,5,2,3,179,26,9,30,246074.00,99,0,1,0,0,0,0,56,171,19,2
0,0,0,1,5,2,3,118,10,10,37,246074.00,99,0,0,0,0,0,0,83,172,28,1
1,0,0,0,5,2,3,235,11,14,37,246074.00,99,0,1,1,0,0,1,88,172,29,8
0,0,0,1,5,4,3,179,26,9,30,246074.00,99,0,1,0,0,0,0,56,171,19,3
0,0,0,1,6,2,3,118,10,10,37,253957.00,95,0,0,0,0,0,0,83,172,28,3
0,0,0,1,6,2,3,179,51,18,38,253957.00,95,0,0,0,1,0,0,89,170,31,3
0,0,0,1,6,3,3,118,10,10,37,253957.00,95,0,0,0,0,0,0,83,172,28,2
0,0,0,1,6,5,3,225,26,9,28,253957.00,95,0,0,1,0,0,2,69,169,24,4
0,0,0,1,6,6,3,260,50,11,36,253957.00,95,0,0,4,1,0,0,65,168,23,4
0,0,0,0,6,6,3,179,51,18,38,253957.00,95,1,0,0,1,0,0,89,170,31,0
1,0,0,0,6,2,3,291,31,12,40,253957.00,95,0,0,1,1,0,1,73,171,25,40
0,0,0,1,6,2,3,179,51,18,38,253957.00,95,0,0,0,1,0,0,89,170,31,24
0,0,0,1,6,3,3,246,25,16,41,253957.00,95,0,0,0,1,0,0,67,170,23,3
0,0,0,1,6,2,3,179,51,18,38,253957.00,95,0,0,0,1,0,0,89,170,31,4
0,0,0,1,6,3,3,235,20,13,43,253957.00,95,0,0,1,1,0,0,106,167,38,8
0,0,0,1,6,2,1,179,51,18,38,253957.00,95,0,0,0,1,0,0,89,170,31,2
0,0,0,1,6,4,1,225,26,9,28,253957.00,95,0,0,1,0,0,2,69,169,24,2
0,0,0,1,6,4,1,118,13,18,50,253957.00,95,0,0,1,1,0,0,98,178,31,2
1,0,0,0,6,4,1,179,51,18,38,253957.00,95,0,0,0,1,0,0,89,170,31,8
0,0,1,0,6,4,1,179,26,9,30,253957.00,95,0,1,0,0,0,0,56,171,19,2
0,0,0,1,6,6,1,246,25,16,41,253957.00,95,0,0,0,1,0,0,67,170,23,2
1,0,0,0,6,3,1,330,16,4,28,253957.00,95,0,1,0,0,0,0,84,182,25,1
1,0,0,0,6,3,1,235,11,14,37,253957.00,95,0,1,1,0,0,1,88,172,29,8
0,0,0,1,7,5,1,179,26,9,30,230290.00,92,0,1,0,0,0,0,56,171,19,2
0,0,0,1,7,5,1,225,26,9,28,230290.00,92,0,0,1,0,0,2,69,169,24,4
1,0,0,0,7,6,1,260,50,11,36,230290.00,92,0,0,4,1,0,0,65,168,23,8
1,0,0,0,7,2,1,268,11,8,33,230290.00,92,0,1,0,0,0,0,79,178,25,8
0,0,0,1,7,6,1,330,16,4,28,230290.00,92,0,1,0,0,0,0,84,182,25,8
0,0,0,1,7,6,1,118,10,10,37,230290.00,92,0,0,0,0,0,0,83,172,28,8
0,0,0,1,7,2,1,260,50,11,36,230290.00,92,0,0,4,1,0,0,65,168,23,4
0,0,0,1,7,3,1,118,10,10,37,230290.00,92,0,0,0,0,0,0,83,172,28,8
0,1,0,0,7,2,1,300,26,13,43,230290.00,92,0,0,2,1,1,1,77,175,25,8
0,0,0,1,7,2,1,235,29,12,48,230290.00,92,0,0,1,0,1,5,88,163,33,1
0,0,0,1,7,3,1,246,25,16,41,230290.00,92,0,0,0,1,0,0,67,170,23,2
1,0,0,0,7,3,1,225,26,9,28,230290.00,92,0,0,1,0,0,2,69,169,24,112
0,0,0,1,7,3,1,179,51,18,38,230290.00,92,0,0,0,1,0,0,89,170,31,1
0,0,0,1,7,6,1,118,13,18,50,230290.00,92,0,0,1,1,0,0,98,178,31,1
0,0,0,1,7,6,1,361,52,3,28,230290.00,92,0,0,1,1,0,4,80,172,27,8
0,0,0,1,7,2,1,289,36,13,33,230290.00,92,0,0,2,1,0,1,90,172,30,8
0,0,0,1,7,2,1,235,20,13,43,230290.00,92,0,0,1,1,0,0,106,167,38,8
0,0,0,1,7,3,1,246,25,16,41,230290.00,92,0,0,0,1,0,0,67,170,23,2
0,0,0,1,7,5,1,291,31,12,40,230290.00,92,0,0,1,1,0,1,73,171,25,1
0,0,0,1,7,5,1,279,5,14,39,230290.00,92,0,0,2,1,1,0,68,168,24,2
0,0,0,1,8,5,1,179,51,18,38,249797.00,93,0,0,0,1,0,0,89,170,31,4
0,0,0,1,8,2,1,179,22,17,40,249797.00,93,0,1,2,0,1,0,63,170,22,1
0,0,0,1,8,3,1,246,25,16,41,249797.00,93,0,0,0,1,0,0,67,170,23,4
0,0,0,1,8,3,1,118,10,10,37,249797.00,93,0,0,0,0,0,0,83,172,28,4
0,0,0,1,8,3,1,289,36,13,33,249797.00,93,0,0,2,1,0,1,90,172,30,8
0,0,0,1,8,3,1,235,20,13,43,249797.00,93,0,0,1,1,0,0,106,167,38,8
0,0,0,1,8,5,1,291,31,12,40,249797.00,93,0,0,1,1,0,1,73,171,25,4
0,0,0,1,8,2,1,179,51,18,38,249797.00,93,0,0,0,1,0,0,89,170,31,4
0,0,0,1,8,3,1,179,22,17,40,249797.00,93,0,1,2,0,1,0,63,170,22,8
0,0,0,1,8,5,1,330,16,4,28,249797.00,93,0,1,0,0,0,0,84,182,25,16
